,0,1,2,3,4,5,6
0,0.0,0.0,0.0,11.0,9.0,13.0,15.0
1,0.0,0.0,0.0,11.0,10.0,14.0,16.0
2,0.0,0.0,0.0,11.0,9.0,13.0,13.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,3.0,3.0,3.0,0.0,0.0,0.0,0.0
6,2.0,2.0,2.0,0.0,0.0,0.0,0.0
