,0,1,2,3,4,5,6
0,False,False,False,True,True,True,True
1,False,False,False,True,True,True,True
2,False,False,False,True,True,True,True
3,True,True,True,False,False,False,False
4,True,True,True,False,False,False,False
5,True,True,True,False,False,False,False
6,True,True,True,False,False,False,False
