Dataset,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat
,time,gmean,fs,gmean,fs,gmean,fs
Breast_GSE22820,467.7597867409388,0.8489567060787412,1.5333333333333334,0.8489009849236331,1.6333333333333333,0.8772519761930024,1.6333333333333333
Breast_GSE59246,287.05413370927175,0.7039223727849877,1.9666666666666666,0.6990371020779158,1.8666666666666667,0.6602713730579937,1.8
Breast_GSE70947,489.35455949306487,0.7851763567746839,1.0666666666666667,0.7960047465631187,1.2333333333333334,0.7622688860912336,1.1666666666666667
Colorectal_GSE25070,433.1054695049922,0.906512235992033,1.5333333333333334,0.8904335056655345,1.6,0.8882134962765427,1.5
Colorectal_GSE32323,854.5433434327443,0.9373773447853215,1.3333333333333333,0.9471404520791032,1.5333333333333334,0.810947570824873,1.1333333333333333
Colorectal_GSE44076,585.3948037147522,0.9523934784659891,1.3,0.9536439983755278,1.2666666666666666,0.9535204699188952,1.6333333333333333
Colorectal_GSE44861,326.888760693868,0.7816672934526615,1.4333333333333333,0.8028809944174656,1.4,0.7643055622963097,1.2666666666666666
Leukemia_GSE22529_U133A,359.6776219209035,0.8191044061656996,1.5333333333333334,0.8399870061179926,1.4666666666666666,0.7548754789980657,1.3
Leukemia_GSE22529_U133B,379.73855617046354,0.7776709006307397,1.5,0.7656967080611154,1.5666666666666667,0.6408681343907772,1.2333333333333334
Leukemia_GSE33615,457.6864117622375,0.9824045318333193,1.2,0.9796796118062098,1.5,0.940625015649832,1.5666666666666667
Leukemia_GSE63270,363.69405643939973,0.882430491016371,1.4666666666666666,0.8921683342128468,1.5333333333333334,0.8948359951685347,1.4666666666666666
Liver_GSE14520_U133A,572.8901732206344,0.9171408549072024,1.4333333333333333,0.9108295809579409,1.3,0.8837938394151255,1.7666666666666666
Liver_GSE50579,305.726305325826,0.7575311868684416,1.7333333333333334,0.7918049446872903,1.6333333333333333,0.6050851921076429,1.7
Liver_GSE62232,724.4810458978017,0.9226067813341247,1.1,0.9564698379975833,1.2,0.868003057546234,1.4333333333333333
Prostate_GSE6919_U95Av2,181.29042393366495,0.6146468801434711,1.6333333333333333,0.6130600488259988,1.5,0.5461604045709217,1.4
Prostate_GSE6919_U95B,198.9394072532654,0.5613805100209629,1.7333333333333334,0.5827898458704992,1.7,0.5614251789798729,1.4666666666666666
Prostate_GSE6919_U95C,193.30911521116892,0.5793219576468491,1.7333333333333334,0.5735128059079364,1.4333333333333333,0.5719669250049729,1.4666666666666666
Prostate_GSE11682,192.59277225335438,0.33737734478532144,1.9333333333333333,0.2845177968644246,2.066666666666667,0.3942809041582064,1.3333333333333333
