Dataset,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat,sms_moneat
,time,gmean,fs,gmean,fs,gmean,fs
Breast_GSE22820,467.7597867409388,0.856037931097225,3.2333333333333334,0.8893712644305584,3.066666666666667,0.9187257688918359,3.7666666666666666
Breast_GSE59246,287.05413370927175,0.708482388466391,3.6333333333333333,0.7046662533566468,3.533333333333333,0.7096263941874729,4.033333333333333
Breast_GSE70947,489.35455949306487,0.8006770242172315,3.9,0.7993311653779893,3.7333333333333334,0.7856564394702661,4.333333333333333
Colorectal_GSE25070,433.1054695049922,0.9040417820143299,3.8,0.9040417820143299,3.8333333333333335,0.9040417820143299,4.433333333333334
Colorectal_GSE32323,854.5433434327443,0.9804737854124366,2.566666666666667,0.9902368927062182,2.433333333333333,0.9804737854124366,2.933333333333333
Colorectal_GSE44076,585.3948037147522,0.9629451557861672,2.3,0.9629451557861672,2.3,0.9632643303176465,2.9
Colorectal_GSE44861,326.888760693868,0.8074249558305179,3.433333333333333,0.8092908993410359,2.966666666666667,0.8062163647332883,4.066666666666666
Leukemia_GSE22529_U133A,359.6776219209035,0.8790941676826717,3.3333333333333335,0.8457608343493384,2.966666666666667,0.8701625279349675,3.6
Leukemia_GSE22529_U133B,379.73855617046354,0.7736816215683037,2.9,0.7736816215683037,2.7666666666666666,0.7821367205045918,3.3333333333333335
Leukemia_GSE33615,457.6864117622375,0.9929618127333277,2.966666666666667,0.9929618127333277,2.933333333333333,0.9859236254666555,3.433333333333333
Leukemia_GSE63270,363.69405643939973,0.901229144397391,2.466666666666667,0.9056949642712432,2.466666666666667,0.9161363010342034,2.9
Liver_GSE14520_U133A,572.8901732206344,0.92490969025378,2.6333333333333333,0.9248875986822624,2.6333333333333333,0.9267019363171921,3.1666666666666665
Liver_GSE50579,305.726305325826,0.779002029297046,3.433333333333333,0.779744053594261,3.066666666666667,0.8158582261826036,3.466666666666667
Liver_GSE62232,724.4810458978017,0.9378368767590627,2.033333333333333,0.971170210092396,1.9666666666666666,0.9403963313523168,2.6333333333333333
Prostate_GSE6919_U95Av2,181.29042393366495,0.6279356965419923,4.433333333333334,0.616260170128267,4.1,0.6383295276428088,4.766666666666667
Prostate_GSE6919_U95B,198.9394072532654,0.5940789211431822,4.966666666666667,0.5968722041724952,4.866666666666666,0.5748769118579553,5.333333333333333
Prostate_GSE6919_U95C,193.30911521116892,0.6120399813475504,5.4,0.618068580052303,5.2,0.5936645533453367,5.666666666666667
Prostate_GSE11682,192.59277225335438,0.360947570824873,3.7,0.40808802290397617,3.3666666666666667,0.38856180831641274,4.233333333333333
