,0,1,2,3,4,5,6
0,False,False,True,False,True,True,True
1,False,False,True,False,True,True,True
2,True,True,False,False,False,True,False
3,False,False,False,False,False,True,True
4,True,True,False,False,False,True,True
5,True,True,True,True,True,False,False
6,True,True,False,True,True,False,False
